,0
27324721,2017
27332961,2017
27391391,2016
27424795,2016
27425557,2016
27444304,2017
27468760,2017
27491456,2016
27543532,2016
27604607,2016
27631337,2017
27640347,2016
27642043,2017
27706609,2016
27820309,2011
27832705,2017
27865374,2016
27997763,2017
28030541,2016
28032061,2016
28041998,2017
28068524,2017
28070530,2016
28196871,2017
28212981,2017
28324340,2017
28356407,2017
28366139,2016
28376065,2017
28381441,2017
28381446,2017
28395324,2017
28397028,2017
28423886,2017
28497917,2017
28498098,2017
28506695,2017
28508119,2017
28522607,2017
28524302,1992
28526923,2017
28545489,2017
28565991,2017
28583277,2017
28628680,2017
28661183,2017
28670298,2017
28717712,2016
28731876,2017
28763062,2017
28780742,2017
28818090,2017
28856601,2017
29059534,2017
29098639,2017
29245188,2017
29272411,2018
29282553,2017
29319119,2017
29363306,2018
29377706,2018
29425835,2018
29488875,2018
29559570,2018
29562676,2018
29576404,2018
29594121,2018
29618508,2018
